隆州（宋·赵善诏）　　五言绝句　押东韵	三山高峭拔，鼎峙各争雄。秀气钟英物，衣冠盛蜀中。
句（宋·赵善诏）　　押东韵	仁寿州如斗，分符愧罔功（仁寿）。
