怀霍山（宋·蓝乔）　　七言绝句　押麻韵	太乙峰前是我家，满床书史足生涯。春深带酒不归去，老却碧桃无限花①。
题霍山岩（宋·蓝乔）　　七言绝句　押麻韵	人间富贵尘如海，虚度春三二月花。八表烟霞总一家，蓝乔到此作生涯①。
