颂（宋·释晓纯）　　押灰韵	轩昂师子首，牛足马身材。三道如能入，玄门叠叠开①。
偈（宋·释晓纯）	有个汉自从旷大劫，无住亦无依。上无片瓦盖头，下无寸土立足。朝到西天，暮归东土①。
