题醒心亭（宋·常安民）　　七言绝句　押青韵	为①爱昌黎湖上句，醉来直上醒心亭。烦酲不待山风解，卧读残碑已自醒。
怀嵩楼（宋·常安民）　　七言绝句　押真韵	当年谩作嵩山想，末路难回瘴海身。斜日西风总如昨，风流只欠倚栏人①。
