赠张咏（宋·傅霖）　　七言绝句　押删韵	忍把浮名卖却闲，门前流水对青山。青山不语人无事，门外风花任往还。
题壁（宋·傅霖）　　七言绝句　押庚韵	寒蛬入夜忙催织，戴胜春深苦劝耕。人若无心济天下，不知虫鸟有何情①。
