刘阮洞（宋·晁公为）　　五言绝句	桃花开已繁，溪水溅溅去。不见持杯人，自叹来何暮①。
题慈云院双松亭（宋·晁公为）　　七言绝句　押先韵	云閒龙躩千寻干，地底雷奔万仞泉。寄语庐山旧游客，个中端不减栖贤。
