梅仙山丹井（宋·曹文姬）　　七言绝句　押寒韵	鹤驭云骈去不还，乱云深处旧仙坛。凿开天外长生地，鍊出人间不死丹①。
送春（宋·曹文姬）　　七言绝句　押尤韵	仙家无夏亦无秋，红日清风满翠楼。况有碧霄归路稳，可能同驾五云游①。
