颂古九首（宋·释普信）　　押庚韵	据坐凝眸语未形，一槌直下意何明。倒行此令如相委，无限清风动地生①。
偈（宋·释普信）　　押歌韵	残雪既消尽，春风日渐多。若将时节会，佛法又如何①。
