日诗（宋·赵匡胤）　　七言绝句　押月韵	欲出未出光辣达①，千山万山如火发。须臾走向天上来②，逐却残星赶却④月③。
句（宋·赵匡胤）　　押庚韵	未离海底千山黑①，才到天中③万国明②。
