游道岩观（有引）（宋·邓希恕）　　七言绝句　押麻韵	乘云不到玉皇家，岩上仙桃几度花。今日喜偕三益友，看来丹灶炼黄芽。
句（宋·邓希恕）　　押先韵	龟鹤与群同寿隽，貂蝉相映半时贤①。
