秋日忆友（宋·张同甫）　　七言绝句　押尤韵	阊阖风高白露秋，芦花如雪动边愁。故人迢递天南北，明月娟娟独倚楼①。
汤公洞（宋·张同甫）　　七言绝句　押尤韵	万点波光映古丘，林深云锁洞门秋。是谁订我重来约，携手相将到白头①。
