题金陵杂兴诗后（宋·李琏）　　七言绝句　押阳韵	花开似污天衣血，雨过重闻御案香。最恨寺奴隳太极，预先夺我画梅梁。
题金陵杂兴诗后十八首 其九（宋·李琏）　　七言绝句　押元韵	离离禾黍已难言，空觅枫林与菜园。瓦屋半间非辱井，经幢两个即升元。
