与钱忠（宋·吴江女子）　　七言绝句　押萧韵	昨日相逢小木桥，风牵裙带缠郎腰。此情不语无人觉，只恐猜疑眼动摇。
又与钱忠（宋·吴江女子）　　七言绝句　押庚韵	轻桡直入湖心里，渡入荷花窣窣鸣。何处渔谣相调戏，住船侧耳认郎声①。
