蜕龙洞（宋·钱朝隐）　　七言绝句　押寒韵	凡骨何年蜕洞岩，真龙肯向此中蟠。料应夜半凌空去，雷震千山风雨寒①。
灵苑寺（宋·钱朝隐）　　七言绝句　押灰韵	马前山色连天起，竹外溪声动地来。试过溪桥访山寺，清风为我拂尘埃①。
