暮春游小园（宋·王淇）　　七言绝句　押阳韵	一从梅粉褪残妆，涂抹新红上海棠。开到荼蘼花事了，丝丝天棘出莓墙。
梅（宋·王淇）　　七言绝句　押侵韵	不受尘埃半点侵，竹篱茅舍自甘心。只因误识林和靖，惹得诗人说到今①。
