绿筠轩（宋·叶抑）　　七言绝句　押沃韵	萧萧箨龙苍且绿，直节凌云长丛玉。高标自是绝尘埃，便使人间无点俗①。
深静堂（宋·叶抑）	乱山苍苍溪曲盘，烟林漠漠风生寒。地幽景绝岂易到，中隐萧寺环峰峦。山僧淳朴寺亦古，筑室为堂蔽风雨。深静岂与众缘同，万法不传归妙处。堂前流水自涓涓，屋外松篁不计年。衲子一念俱已尽，不数岁月明晦迁。我来兹堂息尘虑，终日忘形得深趣。明朝缰锁西复东，谩写微言题所寓。
