春夜（宋·徐蒇）　　七言绝句　押豪韵	斜光月映纱窗小，美荫云连翠竹高。花露染成香地暖，隔帘轻吹晚骚骚①。
漾花池（宋·徐蒇）　　七言绝句　押东韵	咽咽声残吐水龙，玉炉烟断宝樽空。窗前尽日无人到，只有荷花满意红①。
