汀州（宋·陈映）　　五言绝句　押纸韵	元丰陈汀州，见谓黄太史。年登境无蝗，政恐不相似①。
北楼（宋·陈映）　　七言绝句　押删韵	南涧吹云过北团，北山飞鸟入南山。区区云鸟缘何事，未似风流太守閒①。
