寄外（宋·刘彤）　　七言绝句　押先韵	碧纱窗外一声蝉，牵断愁肠懒昼眠。千里才郎归未得，无言空拨玉炉烟。
临江仙（宋·刘彤）	千里长安名利客，轻离轻散寻常。难禁三月好风光。满阶芳草绿，一片杏花香。记得年时临上马，看人眼泪汪汪。如今不忍更思量。恨无千日酒，空断九回肠。
