中秋雨下偈（宋·释慧兰）　　押先韵	家家启户待婵娟，岂谓风云翳碧天。赖得个中消息在，团团不动照三千①。
颂古 五位（宋·释慧兰）　　押先韵	正中偏拈转，虚空过那边。夜半金鸡生铁卵，明明谁辨暗中圆。
