罗盏山（宋·张灏）　　五言绝句　押歌韵	道盏原非盏，言罗不是罗。只因山突起，个个尽如螺①。
水帘（宋·张灏）	朝来雨急飞瀑雄，黑云压屋江挂虹。晚来雨定瀑亦小，散作水镂锵帘栊。垂檐初似玉成缀，触石但见珠跳空。嗟哉山泉一物耳，朝态莫状不尔穷。乃知造物解戏人，千变万化顷刻中。吾恐文章要如此，好把泉源驱笔锋①。
