梅花（宋·刘月房）　　七言绝句　押庚韵	骨格孤高太瘦生，民门霜雪斗晶明。后开桃李千门满，才染东风便不清①。
清华园（宋·刘月房）　　七言绝句　押删韵	水光摇入碧窗寒，两岸斜阳照乱山。才一吟诗便多事，只消静对绿阴闲①。
