蛇首岩（宋·求仲弓）　　七言绝句　押寒韵	石如蛇首隐林端，未得风雷且蛰蟠。俗眼莫嫌无变化，待生头角始堪观①。
灵龟潭（宋·求仲弓）　　七言绝句　押先韵	江湖虽阔多罾网，幽涧清虚且勉旃。待我功成买双鹤，归来伴汝一千年①。
