武夷山（宋·黄遹）　　七言绝句　押真韵	闲将绿绮弄清音，招得青山作故人。烟霭谩呈千样巧，松篁长贡四时新①。
南山堂（宋·黄遹）　　七言绝句　押真韵	幸然闭阁文书静，何必衔杯笑语频。只把悠然无限意，散为和气万家春①。
