题宴坐石（宋·石端诚）　　七言绝句　押盐韵	飞流喷雪散层岩，瓴水无时泻屋檐。客梦夜回疑是雨，起看窗户有明蟾。
水索（宋·石端诚）　　七言绝句　押东韵	箨龙何用更横空，一线长绳引水通。顷刻能周清净供，汉阴端谢桔槔功①。
