见石火省彻颂（宋·释自回）　　押寘韵	用尽工夫，浑无巴鼻。火光迸散，元在这里。
赵州勘婆颂（宋·释自回）　　押药韵	三军不动旗闪烁，老婆正②是魔王脚①。赵州无柄铁扫帚，扫荡烟尘空索索③。
