题巨商壁（宋·靓禅师）　　七言绝句　押先韵	去年巢穴画梁边，春暖双双绕槛前。莫讶主人帘不捲，恐衔泥土污花砖。
溺溪流（宋·靓禅师）　　七言绝句　押歌韵	春天一夜雨霶𩃱，添得溪流意气多。刚把山僧推倒却，不知到海后如何①。
