阆州（宋·任约）　　七言绝句　押庚韵	尘外分明一锦屏，南楼相对竞峥嵘。却缘造化生来别，不信丹青画得成①。
巴州西龛（宋·任约）	门径森寒柏，小桥穿□□。澄江朱槛北，晚照碧岩□。修架清泉逗，高楠邃□□。虚廊面青壁，危栈跨□□。绝顶舒平席，遥峰□□□。□□俯星斗，襟袂□□□。□□春膏浃①，□□□□迷。岭猿□谷②。
