丈人观（宋·师浑甫）　　五言绝句　押元韵	宁君始学道，敢据五岳尊。及为帝东在，便与天长存。
清都观（宋·师浑甫）　　押齐韵	清都视诸方，事力良不齐。幽赏岂不胜，门当白云溪。剑峰誓罔象，丹井藏虹蜺①。
