题康店铺（宋·李炳）　　七言绝句　押文韵	短衣自猎南山虎，正好渔樵不乱群。妄以宿嫌诛醉尉，令人翻恨李将军①。
吊危一（宋·李炳）	南乡老人危翁一，岁晏雨晴扶杖出。惊闻二圣尘再蒙，归阖柴门哭三日。眼空愁绝声遂止，里人唁翁翁死矣。凛然生气申包胥，万古千秋葬忠义①。
