五位（宋·释慧温）　　押先韵	正中偏，玉兔金乌落二边。丫角童儿骑黑象，三更穿过御楼前。
偈二首（宋·释慧温）　　押东韵	拶出通身是口，何妨骂雨诃风。昨夜前村猛虎，咬杀南山大虫①。
