醉赠宫主许存道（宋·陈振甫）　　七言绝句　押庚韵	我到洞天双眼明，凭虚不觉骨毛轻。更有清幽许存道，为写高山流水声①。
赠张师（宋·陈振甫）　　押支韵	富贵不可絷，潇然脱尘羁。神气自涵养，岩壑方栖迟。山中有宰相，物外多仙师。蓬莱定不达，节操请坚持①。
