登第报家人（宋·董德元）　　七言绝句　押寒韵	御笔封题墨未乾，君恩重许拜金銮。故乡若问登科事，便是当初老榜官①。
柳梢青（宋·董德元）	满腹文章，满头霜雪，满面埃尘。直至如今，别无收拾，只有清贫。功名已是因循。最懊恨、张巡李巡。几个明年，几番好运，只是瞒人。
