公宇芦（宋·欧阳詹）　　七言绝句	渔家分得两三茎，公退徐吟思倍清。官满不将归旧隐，萧萧留与后人听。
句（宋·欧阳詹）　　押支韵	啼猿非有恨，行客自多悲（闻猿）。
