题大洪山（宋·杨逴）　　七言绝句　押东韵	随州西南多群峰，争高竞秀无终穷。众山迤逦渐行尽，始见独尊惟大洪。
句（宋·杨逴）　　押东韵	前年蹭蹬一麾出，乃得凭轼汉水东①。
