南剑州（宋·黄卓）　　七言绝句　押尤韵	化成丹碧出鳌头，独占闽川最上游。两剑合来灵一境，双溪分处带三州①。
句（宋·黄卓）　　押职韵	延平商阁瞰双溪，神剑光芒冲斗极（双溪阁）。
