偈二首（宋·释法真）　　押皓韵	芦峰深处无人到，门前雪压枯松倒。板声惊起梦中人，一条古路清风扫。
会顶门眼偈（宋·释法真）	四京人著衣吃饭，两浙人饱暖自如。通玄峰顶香风清，花发蟠桃三四株①。
