题临安西湖（宋·高孝璹）　　七言绝句　押阳韵	珠帘白舫乱湖光，隔岸龙舟舣夕阳。今日欢游复明日，便将京洛看钱塘。
题王文公祠（宋·高孝璹）　　七言绝句　押鱼韵	虚名自看数椽庐，流毒于今几卷书。拟代周颙报山鬼，移文逋客请先渠①。
