岐王宫侍儿落发为尼（宋·张叔夜）　　七言绝句　押文韵	六尺轻罗染曲尘，金莲步稳衬湘裙。从今不入襄王梦，剪尽巫山一朵云①。
寄题靖安吕延平钓台（宋·张叔夜）	豫章富人物，历数烦偻指。先生钓璜孙，盛德邈相似①。却顾徐洪辈，琐琐讵足记。修竹照清漪，邂逅聊复尔。吾君迈周文，未省猎渭水。矧此江之湄，相距数千里。会遇偶②有时，必为苍生起③。
