再游太虚观（宋·安惇）　　七言绝句　押庚韵	昔年游历访霓旌，多谢仙师数里迎。今日重来知有意，此身应不为公卿①。
梦游仙馆（宋·安惇）　　七言绝句　押真韵	梦游仙馆逢真侣，为说生前与此身。本是富陵朱隐士，暂来人世秉陶钧①。
