孟享仰瞻圣驾（宋·阮秀实）　　七言绝句　押阳韵	紫烟敛翠碧天长，柳阴旌旗午尚霜。一朵彩云擎瑞日，光华尽在舜衣裳。
景灵宫恭谢驾回丞相以下皆簪花（宋·阮秀实）　　七言绝句　押真韵	宫花密映帽檐新，误蝶疑蜂逐去尘。自是近臣偏得赐，绣鞍扶上不胜春①。
