偈（宋·释梵思）　　押翰韵	趯翻生死海，踏倒涅槃岸。世上无活人，黄泉无死汉①。
颂古九首（宋·释梵思）　　押屑韵	春有百花秋有月，夏有凉风冬有雪。若无闲事在心头，便是人间好时节①。
