除夕（宋·郑望之）　　七言绝句　押虞韵	可是今年老也无，儿孙次第饮屠苏。一门骨肉知多少，日出高时到老夫①。
建炎丞相成国吕忠穆公退老堂（宋·郑望之）	熙陵尝赋钓鱼篇，意属磻溪旧所传①。治世代天今六相，中兴扶日跨群贤②。已栽桃李满天下，更卜林泉占海边。不似东山携妓女，一觞一咏度长年。一从奉得去年书，报道江山已定居③。应料于今台岳畔，还同自昔辋川图。君臣终始如公少，将相声名自古无。何日雍容陪杖屦，松风山径竹篮舆④。
