嘉禾百咏 胥山（宋·张尧同）　　五言绝句　押真韵	马革浮尸去，君王太忍人。此山空庙貌，何以劝忠臣。
徐家庄（宋·张尧同）　　五言绝句　押庚韵	节义穷方见，高名荐玉京。一封天子敕，千载故乡荣①。
