薝卜花（宋·蒋梅边）　　七言绝句　押阳韵	清净法身如雪瑩，肯来林下见孤芳。树①花六月无炎暑，省爇铜匜几炷香②。
句（宋·蒋梅边）　　押真韵	引蔓閒花欲透云，托身下倚老松身（凌霄花）。
