留题浯溪（宋·卢察）　　七言绝句　押文韵	□后声名人始贵，真卿笔札次山文。二贤若使生同世，□□□悲不放君。
再题浯溪（宋·卢察）　　七言绝句　押文韵	逆孽滔天乱大伦，忠邪淆杂竟何分。欲知二圣巍巍力，止在浯溪一首文①。
