同章少连游西湖作浩歌行（宋·程安仁）　　七言绝句	湖漘枕带三百寺，二时钟鼓惊鱼龙。祇应天下有此景，人间虽有难与同。
西湖四景（宋·程安仁）	阳春三月天气新，湖中丽人花照春。满船罗绮载花酒，燕歌赵舞留行云。五月湖中采莲女，笑隔荷花共人语。靓妆玉面映波光，细袖轻裙受风举。芙蓉秋晓传清香，西施初洗匀新妆。中秋月魄两相照，玉壶皎洁无纤芒。严冬凛凛霜雪天，银山玉树相钩连。薄雪远草相掩映，似无似有虚无间。百年人事有尽处，四时景物无穷年①。
