偈九首（宋·释惟清）　　押先韵	浮云散尽狂波止，天上玉蟾水底圆。皎洁迥然通湛寂，此时消息若为传。
偈二首（宋·释惟清）　　押真韵	东坡笑说吃龙肉，舌底那知已咽津。能省咽津真有味，会言龙肉不为珍。
