梦中作（宋·谢涛）　　七言绝句　押真韵	百年奇特几张纸，千古英雄一窖尘。惟有炳然周孔教，至今仁义浸②生民①。
题澄照寺主师壁（宋·谢涛）　　七言绝句　押庚韵	叠巘收云拂眼明，久依香社豁高情。主人心似秋池水，一日看来一日清①。
