福唐元夕三首（宋·方孝能）　　七言绝句　押东韵	街头如昼火山红，酒面生鳞锦障风。佳客醉醒春色里，新妆歌舞月明中。
句（宋·方孝能）　　押麻韵	壶公簪绂数如沙，三世青云在一家①。
