赠邓圭（宋·黄元道）　　七言绝句　押阳韵	柳绿桃红春昼永，家童唤起睡中忙。偶然日下音书至，回首江城又夕阳①。
句（宋·黄元道）　　押真韵	巽岭直下梅家店，福禄难过丑年春（王■（白向）恶谶）。
