呈安抚使赵端明（宋·释净真）　　七言绝句　押先韵	海沸江河水接连，居民冲荡益忧煎。投身直入龙宫去，要止惊涛浪拍天①。
句（宋·释净真）　　押庚韵	饥肤片玉明①。
