奉别尧夫先生承见留数刻渍梅酒磨沈水饮别聊书代谢（宋·李中师）　　七言绝句　押支韵	磨汤渍酒重分携，景霁风和二月时。莫忘天津别君处，黄梅庭下半离披①。
送程给事知越州（宋·李中师）	出藩宠进白云司，台札仍欣得告归。苏子佩虎钮，腰龟緺，列城旗鼓随高牙。兰亭一水近馆娃，乃今衣绣先过家。秋风从此生蒹葭，舟五百里行荷花。西陵渡口晓㟏谺，飞楼想到期及瓜。恩先甘雨满菑畬，讼逐笔止庭不哗。秦山千仞高无加，昼望蓬莱挹仙霞。鉴湖万顷淼无涯，夜看牛斗乘星槎。平林摘笋崖撷茶，酒胾泉美而鱼嘉。醒吟醉墨斗天葩，此乐未可岁月赊。玉皇赭案香飘斜，匹马赴召且复挝。民贫惠政空叹嗟，重见尨眉出若邪①。
