投戴岷隐分教（宋·姚寅）　　七言绝句　押灰韵	重席先生间世才，相逢青眼必须开。手遮红日汗如雨，不是雪中乘兴来①。
养蚕行（宋·姚寅）	南村老婆头欲雪，晓傍墙阴采桑叶。我行其野偶见之，试问春蚕何日结。老婆敛手复低眉，未足四眠那知得。自从纸上扫青子，朝夕喂饲如婴儿。只今上筐十日许，食叶如风响如雨。夜深人静不敢眠，自绕床头逐饥鼠。又闻野祟能相侵，典衣买纸烧蚕神。一家心在阴雨里，只恐叶湿缲难匀。明朝满簇收银茧，轧轧车声快如剪。小姑促汤娘剥纰，嬉嬉始觉双眉展。缲成白雪不敢闲，锦上织成双凤团。天寒尺寸不得著，尽与乃翁输县官。君不见长安女儿嫩如水，十指不动衣罗绮。我曹辛苦徒尔耳，依旧绩麻冬日里①。
