进诗（宋·皇甫坦）　　七言绝句　押先韵	夜静天中星历历，晓来坛上月娟娟。皇图巩固中兴业，帝祚遐昌亿万年①。
句（宋·皇甫坦）　　押真韵	每蒙天一笑，遂与物为春①。
