偈（宋·释守缘）　　押支韵	绿暗红稀日，蜂忙蝶困时。本来真面目，一点不曾移。
颂古（宋·释守缘）　　押冬韵	世间无物可罗笼，独立嵯峨万仞峰。忽若有人猛推落，腾身云外不留纵①。
