绝句（宋·何正平）　　七言绝句　押尤韵	坐见茅斋一叶秋，小山丛柱鸟声幽。不知叠嶂夜来雨，清晓石楠花乱流①。
句（宋·何正平）　　押萧韵	一枝春瘦雪初消①。
