木芙蓉（宋·李春伯）　　五言绝句	甚疑牡丹丛，但病皮骨老。不宜入水看，只可隔水眺①。
鹭（宋·李春伯）　　七言绝句　押阳韵	春暗汀洲杜若香，风飘公子白霓裳。碧天片片忽飞去，何处人家水满塘①。
