雨过（宋·厉元吉）　　七言绝句　押阳韵	漠漠轻云过野墙，新枫矮柏色苍苍。平田鹳迹留残雨，深坞鹂声带夕阳。
句（宋·厉元吉）　　押庚韵	免冠思脱三涂难，吐舌甘从五鼎烹（吐铁）。
