琼花图（宋·陈孚）　　七言绝句　押东韵	荒棘萋萋后土宫，芳根已逐彩云空。男儿别有扬州泪，不为琼花滴晓风①。
吕翁祠（宋·陈孚）　　七言绝句　押寒韵	山形天矫苍精剑，日气曈曚紫磨丹。度尽世人人不识，青烟起处是邯郸①。
