界牌铺（宋·彭九万）　　七言绝句　押删韵	地僻人家早掩关，行人忙逐暮鸦还。急风花落隔墙树，暗雨鸟啼何处山①。
凌波辞赋水仙花（宋·彭九万）	岁芳兮婉冉悲，江空兮兰枻归。人婵媛兮何来迟，憺风魂兮佩谁思。素衣兮俨黄里，玉襦兮明翠被。明波渟渟兮渺愁予，含香怀春兮中心苦。昔遗褋兮今契阔，伫佳期兮窅修绝。幻尘缘兮蹇中忧，时既晏兮不可留。汎云軿兮水裔，糺余瑟兮难理。人奚归兮路苍茫，湘有皋兮春绿起。
