寿昌寺碧溪轩（宋·陈绎）　　七言绝句　押元韵	萧疏华薄隐山村，清浅浮桁带郭门。竹倚栏杆水边寺，兴来题作碧溪轩①。
句（宋·陈绎）　　押侵韵	榕叶堂前生昼阴①。
