建宁丹青阁（宋·赵岍）　　七言绝句　押庚韵	跨壑飞檐屋数楹，上横山色下溪声。等闲题作丹青阁，未必丹青画得成①。
句（宋·赵岍）　　押屋韵	美景天湖呈六六①。
