赠泉州谢事五老（宋·陆藻）　　七言绝句　押支韵	五老三百九十七，俱生仁祖承平时。名齐庐阜久传世，身异商山深采芝①。
句（宋·陆藻）　　押寒韵	轩前山色依然绿，轩下泉声漱玉寒（题陆公泉）。
